4.028689,0,0,1,0,0
4.196299,0,0,1,0,0
4.677442,0,1,0,0,0
6.915747,0,0,1,0,1
8.12706,0,1,0,1,0
9.04565,1,0,0,0,1
9.486021,1,0,0,0,0
9.898501,1,0,0,0,0
10.52376,0,0,1,0,1
11.55705,0,1,0,1,0
12.50154,1,0,0,0,1
12.89911,1,0,0,0,0
13.31163,1,0,0,0,0
14.16867,0,0,1,1,1
14.49138,0,1,0,0,0
14.92105,1,0,0,0,0
16.30903,0,0,1,1,1
16.74268,0,1,0,0,0
17.46954,1,0,0,0,0
18.4505,0,1,0,0,0
18.61873,0,1,0,0,0
18.82844,0,1,0,0,0
19.04409,0,1,0,0,0
19.53295,1,0,0,0,0
20.21185,0,0,1,0,1
24.13248,0,0,1,1,1
24.61131,0,1,0,0,0
26.06987,1,0,0,0,0
28.34668,0,0,1,1,1
29.26568,0,1,0,0,1
30.65914,1,0,0,0,1
32.83943,0,0,1,1,1
33.26785,0,1,0,0,0
33.4667,0,1,0,0,0
33.96062,0,1,0,0,0
34.41478,1,0,0,0,0
34.91975,1,0,0,0,0
37.85223,0,1,0,1,1
38.2866,0,0,1,0,0
41.84998,0,0,1,1,1
42.0817,0,1,0,0,0
42.70726,1,0,0,0,0
42.97619,0,1,0,0,0
43.49946,0,0,1,0,0
44.48739,0,0,1,0,0
44.87428,0,1,0,0,0
46.04849,1,0,0,1,1
46.88674,0,1,0,1,0
47.76074,0,0,1,0,0
48.64536,0,1,0,1,0
49.03284,1,0,0,0,1
51.15611,0,0,1,0,0
52.04821,1,0,0,1,0
52.9077,0,1,0,0,0
54.6589,1,0,0,0,1
55.39593,0,1,0,1,0
55.89069,0,0,1,0,0
56.31322,0,1,0,1,0
56.70699,1,0,0,0,0
57.74896,0,0,1,0,1
58.47709,0,1,0,0,1
59.10094,1,0,0,0,1
60.06038,0,0,1,1,0
60.64751,1,0,0,0,0
61.44883,0,0,1,0,1
61.80692,0,1,0,0,0
62.40296,0,1,0,0,0
62.61401,0,1,0,0,0
63.03363,1,0,0,0,0
63.49211,0,1,0,0,0
65.44434,0,0,1,1,1
65.86874,0,1,0,0,0
66.0589,1,0,0,0,0
66.50946,1,0,0,0,0
67.13103,1,0,0,0,0
67.56861,0,1,0,0,0
67.7588,0,0,1,0,0
70.51425,0,0,1,1,1
71.35071,0,1,0,1,0
73.0312,1,0,0,0,1
73.54024,0,1,0,0,0
74.40552,0,0,1,0,1
75.37247,0,0,1,1,0
76.04832,0,1,0,0,0
76.90791,1,0,0,1,0
79.49732,0,0,1,1,1
79.70032,0,1,0,0,0
80.1327,1,0,0,0,0
82.50352,0,0,1,1,1
82.894,0,1,0,0,0
83.13611,1,0,0,0,0
85.1752,1,0,0,1,1
85.56538,1,0,0,0,0
86.80587,1,0,0,0,0
87.22543,1,0,0,0,1
88.38087,1,0,0,0,0
88.86044,1,0,0,0,1
94.2989,0,0,1,1,1
94.5354,0,1,0,0,0
95.00425,1,0,0,0,0
95.24275,0,1,0,0,0
95.67929,0,0,1,0,0
98.86924,0,0,1,1,1
99.49373,0,1,0,1,0
100.399,1,0,0,0,1
102.6797,0,1,0,0,0
103.5025,1,0,0,1,0
104.4548,0,1,0,0,1
105.1389,0,0,1,1,0
105.5982,0,0,1,0,0
106.0551,0,1,0,0,0
106.9369,1,0,0,0,1
108.6398,0,1,0,1,0
110.3743,1,0,0,0,1
110.7997,1,0,0,0,0
112.8502,0,0,1,0,0
113.8058,0,1,0,1,0
115.5188,1,0,0,0,1
116.3708,1,0,0,0,0
116.7189,0,0,1,0,1
117.0949,0,1,0,1,0
117.5241,1,0,0,0,0
117.9313,0,1,0,1,1
118.4149,1,0,0,0,0
119.2689,0,0,1,0,1
120.2251,0,1,0,1,0
120.9092,1,0,0,0,1
121.3587,0,0,1,0,0
121.806,0,1,0,0,0
122.4558,1,0,0,0,0
123.0453,0,0,1,0,1
