1.1453,0,0,1,0,0
1.369923,0,0,1,0,0
1.729198,0,0,1,0,0
1.848092,0,0,1,0,0
2.153708,0,1,0,0,0
2.873224,0,0,1,0,0
3.006241,0,0,1,0,0
3.605804,0,0,1,1,0
3.740786,0,0,1,0,0
4.129803,0,1,0,1,0
4.825074,0,0,1,0,0
4.967465,0,0,1,0,0
5.109224,0,0,1,0,0
5.709395,0,1,0,0,0
6.464046,1,0,0,1,0
6.953418,0,0,1,0,1
7.285275,0,0,1,0,0
7.716477,0,0,1,0,0
7.868445,0,0,1,0,0
8.181496,0,1,0,1,0
8.507016,1,0,0,0,0
8.861632,0,0,1,0,0
9.499496,0,0,1,0,1
9.780989,0,0,1,0,0
10.4449,0,0,1,0,0
10.60247,0,0,1,0,0
10.74596,0,1,0,0,0
11.31447,0,0,1,0,0
11.45504,0,0,1,0,0
12.42388,0,0,1,1,0
12.56437,0,0,1,0,0
12.74249,0,1,0,0,0
12.98066,0,0,1,0,0
13.1445,0,0,1,0,0
13.29579,0,0,1,0,0
13.60663,0,0,1,0,0
13.74787,0,0,1,0,0
13.9006,0,0,1,0,0
14.0497,0,0,1,0,0
14.21395,0,0,1,0,0
14.5459,0,1,0,0,0
14.68698,0,1,0,0,0
14.82684,0,1,0,0,0
14.96927,0,1,0,0,0
15.12339,0,1,0,0,0
15.44647,1,0,0,0,0
15.75889,0,0,1,0,0
16.08228,0,0,1,0,0
16.40644,0,1,0,1,0
16.72895,0,0,1,0,0
17.38902,0,1,0,1,0
17.67933,0,0,1,0,0
18.44373,0,1,0,1,0
18.69765,0,0,1,0,0
19.34521,0,0,1,0,0
19.63826,0,1,0,1,0
20.23864,0,0,1,0,0
20.56909,0,1,0,1,0
21.20976,0,1,0,1,0
21.52435,0,0,1,0,0
22.16144,0,1,0,1,0
22.47153,0,0,1,0,0
23.06816,0,0,1,0,0
23.42559,0,1,0,1,0
23.72023,0,0,1,0,0
24.04508,0,0,1,0,0
24.18275,0,0,1,0,0
24.34478,0,0,1,0,0
24.5038,0,0,1,0,0
24.65685,0,0,1,0,0
24.99185,0,1,0,0,0
25.13683,0,1,0,0,0
25.30462,0,1,0,0,0
25.47464,0,1,0,0,0
25.61048,0,1,0,0,0
26.90504,0,0,1,1,0
27.06119,0,0,1,0,0
27.20269,0,0,1,0,0
27.36822,0,0,1,0,0
27.50561,0,0,1,0,0
27.84202,0,1,0,0,0
27.99368,0,1,0,0,0
28.14366,0,1,0,0,0
28.30474,0,1,0,0,0
28.45572,0,1,0,0,0
29.6935,0,0,1,1,0
29.84601,0,0,1,0,0
30.01219,0,0,1,0,0
30.15678,0,0,1,0,0
30.30022,0,0,1,0,0
30.60621,0,1,0,0,0
30.75209,0,1,0,0,0
30.8966,0,1,0,0,0
31.05444,0,1,0,0,0
31.19655,0,1,0,0,0
31.50121,0,0,1,0,0
31.82331,0,0,1,0,0
8.007376,1,1,1,1,0
8.298687,1,1,1,1,0
8.607071,1,1,1,1,0
8.862757,1,1,1,1,0
9.152857,1,1,1,1,0
9.464171,1,1,1,1,0
9.781719,1,1,1,1,0
10.0561,1,1,1,1,0
