-2.32,0,0,0,0,0
-2.299491,0,0,0,0,0
-2.282449,0,0,0,0,0
-2.266127,0,0,0,0,0
-2.24965,0,0,0,0,0
-2.232316,0,0,0,0,0
-2.216491,0,0,0,0,0
-2.199627,0,0,0,0,0
-2.183224,0,0,0,0,0
-2.166658,0,0,0,0,0
-2.149923,0,0,0,0,0
-2.133441,0,0,0,0,0
-2.116957,0,0,0,0,0
-2.099925,0,0,0,0,0
-2.083823,0,0,0,0,0
-2.066302,0,0,0,0,0
-2.404056,0,0,0,0,0
-2.387256,0,0,0,0,0
-2.370674,0,0,0,0,0
-2.353997,0,0,0,0,0
-2.337787,0,0,0,0,0
-2.321211,0,0,0,0,0
-2.304239,0,0,0,0,0
-2.288087,0,0,0,0,0
-2.23793,0,0,0,0,0
-2.220605,0,0,0,0,0
-2.203697,0,0,0,0,0
-2.185769,0,0,0,0,0
-2.169199,0,0,0,0,0
-2.151927,0,0,0,0,0
-2.121836,0,0,0,0,0
-2.098113,0,0,0,0,0
-2.081541,0,0,0,0,0
-2.058626,0,0,0,0,0
-2.042057,0,0,0,0,0
-2.025486,0,0,0,0,0
-2.008747,0,0,0,0,0
-1.992357,0,0,0,0,0
-1.943445,0,0,0,0,0
-1.924231,0,0,0,0,0
-1.898762,0,0,0,0,0
-1.881938,0,0,0,0,0
-1.865367,0,0,0,0,0
-1.844556,0,0,0,0,0
-1.818072,0,0,0,0,0
-1.799513,0,0,0,0,0
-1.782944,0,0,0,0,0
-1.76621,0,0,0,0,0
-1.749723,0,0,0,0,0
-1.724055,0,0,0,0,0
-1.707384,0,0,0,0,0
-1.68775,0,0,0,0,0
-1.671171,0,0,0,0,0
-1.654011,0,0,0,0,0
-1.637441,0,0,0,0,0
-1.620875,0,0,0,0,0
-1.604302,0,0,0,0,0
-1.587637,0,0,0,0,0
-1.560534,0,0,0,0,0
-1.544011,0,1,0,0,0
-1.527444,0,0,0,0,0
-1.510552,0,0,0,0,0
-1.493816,0,0,0,0,0
-1.474695,0,1,0,0,0
-1.458124,0,0,0,0,0
-1.441558,0,0,0,0,0
-1.424767,0,1,0,0,0
-1.408169,0,0,0,0,0
-1.391817,0,0,0,0,0
-1.375248,0,1,0,0,0
-1.358528,0,0,0,0,0
-1.342114,0,0,0,0,0
-1.325539,0,0,0,0,0
-1.30898,0,0,0,0,0
-1.281235,1,0,0,0,0
-1.264668,0,0,0,0,0
-1.247985,0,0,0,0,0
-1.226236,0,0,0,0,0
-1.20959,0,0,0,0,0
-1.193023,1,0,0,0,0
-1.146973,0,0,0,0,0
-1.123162,0,0,0,0,0
-1.089085,1,0,0,0,0
-1.072508,0,0,0,0,0
-1.05595,0,0,0,0,0
-1.039379,0,0,0,0,0
-1.010999,0,0,0,0,0
-0.9944302,0,0,0,0,0
-0.9778597,0,0,0,0,0
-0.9614301,0,0,0,0,0
-0.9448639,0,0,0,0,0
-0.9278843,0,0,0,0,0
-0.9103612,0,0,0,0,0
-0.8937916,0,0,0,0,0
-0.8770198,0,0,0,0,0
-0.8571687,0,0,0,0,0
-0.8405637,0,0,0,0,0
-0.8242897,0,0,0,0,0
-0.7934852,0,0,0,0,0
-0.7769164,0,0,0,0,0
-0.7603498,0,0,0,0,0
-0.7437755,0,0,0,0,0
-0.7116346,0,0,0,0,0
-0.6954354,0,0,0,0,0
-0.6786132,0,0,0,0,0
-0.6557008,0,0,0,0,0
-0.6387557,0,0,0,0,0
-0.6222655,0,0,0,0,0
-0.5879068,0,0,0,0,0
-0.5713372,0,0,0,0,0
-0.5421473,0,0,0,0,0
-0.5255772,0,0,0,0,0
-0.5089355,0,0,0,0,0
